sample_id,lot_id,tool_id,sequence,pr_tone,retained_pattern_source,nominal_cd_nm,exposure_dose_mj_cm2,normalized_dose_pct,focus_um,coat_thickness_nm,softbake_temp_c,peb_temp_c,develop_time_s,developer_concentration_pct,field_x,field_y,resist_line_cd_nm,cdu_3sigma_nm,ler_nm,scum_probability,pattern_collapse_probability,defect_probability,spec_pass
S00178,L0008,T03,178,POSITIVE,UNEXPOSED,50.0,103.880757,103.880757,0.037479,88.35879,95.076574,112.534912,49.926672,2.392246,0.274786,0.741283,49.428906,2.784546,1.564134,0.029595,0.0,0.030178,PASS
S00424,L0021,T02,424,POSITIVE,UNEXPOSED,50.0,101.788128,101.788128,0.01059,97.916064,102.051831,112.541546,40.330535,2.452598,0.605382,0.25182,50.601224,1.786801,1.528219,0.253568,0.003382,0.024074,FAIL
S00468,L0023,T02,468,POSITIVE,UNEXPOSED,50.0,111.228441,111.228441,-0.084866,102.738712,100.611601,110.668687,55.320274,2.380995,0.886052,0.37,49.857923,3.557429,1.801419,0.000857,0.047128,0.066286,PASS
S00612,L0030,T01,612,POSITIVE,UNEXPOSED,50.0,103.950543,103.950543,0.020511,115.859946,92.663234,110.330626,41.325063,2.358837,-0.273265,0.825243,48.50327,2.8652,1.255892,0.235224,0.030907,0.051274,PASS
S00361,L0018,T03,361,POSITIVE,UNEXPOSED,50.0,100.465683,100.465683,0.013007,96.646687,94.535905,108.419887,52.62558,2.378391,-0.919033,0.932236,53.485135,2.989345,1.239146,0.078483,0.012772,0.035371,FAIL
S00726,L0036,T02,726,POSITIVE,UNEXPOSED,50.0,101.749568,101.749568,0.053577,97.305042,96.553567,107.910342,49.324758,2.301524,-0.147009,-0.987751,50.245233,3.154467,1.413919,0.076756,0.037281,0.046845,PASS
S00619,L0030,T01,619,NEGATIVE,EXPOSED,50.0,72.475533,92.91735,-0.058071,99.307062,93.380918,108.271979,66.580128,2.314103,0.443005,-0.494476,44.622136,2.903851,1.861654,0.144393,0.12171,0.070486,FAIL
S00538,L0026,T01,538,POSITIVE,UNEXPOSED,50.0,115.310857,115.310857,0.000133,116.630758,95.783966,111.795651,47.591379,2.350067,-0.463295,0.60214,44.440771,2.296675,1.91832,0.0,0.066349,0.02642,FAIL
S00785,L0039,T01,785,POSITIVE,UNEXPOSED,50.0,102.67034,102.67034,0.104381,91.303929,98.076794,112.169921,55.003998,2.346346,-0.966508,0.682425,49.645781,4.785559,1.306022,0.032288,0.033447,0.139441,FAIL
S00210,L0010,T01,210,NEGATIVE,EXPOSED,50.0,78.832494,101.0673,0.03502,84.876738,99.602484,105.263716,55.836128,2.446606,-0.133736,-0.22913,49.373319,2.422171,0.96481,0.01893,0.023351,0.016641,PASS
S00566,L0028,T03,566,POSITIVE,UNEXPOSED,50.0,98.499047,98.499047,-0.034486,91.748042,102.406308,106.054255,49.668135,2.347871,-0.317283,-0.033925,50.302522,2.182386,1.757155,0.018611,0.072136,0.02352,PASS
S00257,L0012,T02,257,POSITIVE,UNEXPOSED,50.0,101.252268,101.252268,0.099327,107.136772,94.163785,109.079886,55.32041,2.376648,0.583904,0.801273,51.100075,3.617037,1.387815,0.059159,0.034564,0.063556,FAIL
S00555,L0027,T01,555,NEGATIVE,EXPOSED,50.0,81.491327,104.47606,0.127238,101.278981,98.702786,105.318463,49.340149,2.436884,-0.748654,0.596373,49.893107,4.565674,1.52593,0.018496,0.014285,0.12213,FAIL
S00488,L0024,T01,488,POSITIVE,UNEXPOSED,50.0,105.936891,105.936891,0.096133,93.868295,99.669473,114.21108,51.180329,2.319185,-0.925975,0.938061,48.569275,4.728861,1.966538,0.028401,0.042135,0.183321,FAIL
S00372,L0018,T02,372,NEGATIVE,EXPOSED,50.0,80.381395,103.05307,0.055067,102.740683,96.32701,108.569063,54.16883,2.454881,0.566263,-0.667043,53.195824,2.661418,2.074317,0.039316,0.006843,0.037337,FAIL
S00701,L0035,T02,701,NEGATIVE,EXPOSED,50.0,77.63782,99.535666,0.011559,98.056381,94.926273,100.351452,40.007111,2.402239,0.167113,-0.132015,51.675002,1.780191,2.445926,0.088124,0.0,0.024727,PASS
S00142,L0007,T01,142,NEGATIVE,EXPOSED,50.0,78.544383,100.697927,0.10469,94.938902,98.543624,107.692189,46.952003,2.355393,0.075811,-0.507411,48.502264,4.112736,1.624677,0.019882,0.018614,0.092088,FAIL
S00209,L0010,T01,209,NEGATIVE,EXPOSED,50.0,67.309561,86.294309,-0.025427,93.332022,99.563432,102.614182,66.586321,2.409294,-0.833096,0.621822,42.23932,3.093512,2.121179,0.393976,0.10742,0.166286,FAIL
S00049,L0002,T01,49,POSITIVE,UNEXPOSED,50.0,89.181633,89.181633,0.006977,115.384592,100.87878,108.044302,48.781583,2.373305,-0.058718,0.350911,52.915492,1.883335,1.614489,0.666272,0.0152,0.084121,FAIL
S00448,L0022,T01,448,POSITIVE,UNEXPOSED,50.0,111.839069,111.839069,0.021957,116.607872,102.753703,110.589581,52.019533,2.322965,-0.008576,0.751618,45.852107,1.763385,1.437548,0.010852,0.06173,0.013311,FAIL
S00761,L0038,T02,761,NEGATIVE,EXPOSED,50.0,86.368174,110.728429,-0.041411,110.673424,97.082417,107.807649,44.674578,2.412911,-0.231766,0.297853,54.318616,2.317286,1.85673,0.002028,0.014465,0.023039,FAIL
S00659,L0032,T01,659,POSITIVE,UNEXPOSED,50.0,96.01212,96.01212,-0.025142,97.168156,96.113232,109.889274,59.057967,2.327382,0.882881,-0.265925,49.353998,2.443137,1.1557,0.034709,0.071585,0.022063,PASS
S00341,L0017,T01,341,POSITIVE,UNEXPOSED,50.0,100.768587,100.768587,-0.024345,78.135323,93.352569,110.451427,53.482969,2.402472,0.068676,-0.585797,47.569016,2.900987,0.922626,0.004267,0.019902,0.02309,PASS
S00403,L0020,T02,403,POSITIVE,UNEXPOSED,50.0,93.743001,93.743001,-0.173856,90.142047,97.590475,104.47373,57.749207,2.324028,-0.307031,0.076633,52.376125,4.491967,2.742051,0.098183,0.026086,0.247205,FAIL
S00064,L0003,T03,64,POSITIVE,UNEXPOSED,50.0,94.523966,94.523966,0.065123,116.140205,97.758519,108.710219,48.446993,2.347186,0.873361,-0.84069,54.77737,3.417072,1.371846,0.457539,0.024165,0.144371,FAIL
S00331,L0016,T01,331,POSITIVE,UNEXPOSED,50.0,91.120933,91.120933,0.023373,96.928691,97.007359,107.474014,42.998114,2.422051,-0.4638,-0.882032,53.161407,2.981346,1.850315,0.665066,0.003913,0.204856,FAIL
S00138,L0006,T01,138,POSITIVE,UNEXPOSED,50.0,108.094006,108.094006,0.035657,96.226953,100.775645,110.3696,54.864124,2.339964,-0.315276,-0.680063,46.982571,2.854883,1.448067,0.024904,0.048076,0.033343,FAIL
S00192,L0009,T02,192,NEGATIVE,EXPOSED,50.0,77.141509,98.89937,-0.048771,76.987196,96.827779,107.111541,50.841747,2.326176,0.461061,0.890507,50.29638,3.390863,1.658196,0.009334,0.021271,0.051836,FAIL
S00653,L0032,T01,653,NEGATIVE,EXPOSED,50.0,76.182785,97.670237,0.032113,83.181079,96.483674,103.741731,52.352417,2.379419,-0.876557,-0.136034,49.894403,2.976309,1.597564,0.072603,0.017912,0.042152,PASS
S00149,L0007,T02,149,NEGATIVE,EXPOSED,50.0,68.806246,88.213136,0.087128,118.565928,95.97559,103.34373,48.754368,2.315091,0.338512,0.821294,48.30903,3.963757,1.550002,0.410478,0.0415,0.213288,FAIL
S00510,L0025,T01,510,POSITIVE,UNEXPOSED,50.0,95.965482,95.965482,-0.006029,87.683042,95.310414,109.989776,46.789755,2.446819,0.828825,-0.816541,51.122285,2.98567,1.236626,0.221094,0.0,0.05007,PASS
S00297,L0014,T02,297,NEGATIVE,EXPOSED,50.0,80.615138,103.352741,-0.042751,129.899629,95.408342,100.440637,57.139389,2.443292,-0.360322,0.549621,53.109238,2.949802,2.093709,0.054729,0.074218,0.058286,FAIL
S00133,L0006,T02,133,POSITIVE,UNEXPOSED,50.0,103.711647,103.711647,0.082872,109.381007,93.723048,108.949691,46.808056,2.350112,0.51594,-0.569486,50.178868,3.022109,1.36985,0.122326,0.022576,0.044838,PASS
S00791,L0039,T03,791,POSITIVE,UNEXPOSED,50.0,101.225274,101.225274,0.027216,109.627952,96.179716,110.642121,42.861359,2.357157,-0.138259,0.297185,51.664891,2.311755,1.470898,0.277069,0.007732,0.038758,FAIL
S00223,L0011,T01,223,POSITIVE,UNEXPOSED,50.0,97.182899,97.182899,0.025956,106.899444,98.643728,111.174288,55.962388,2.399576,0.164852,0.612046,50.418763,2.629854,1.30946,0.099042,0.047423,0.031415,PASS
S00741,L0037,T02,741,NEGATIVE,EXPOSED,50.0,70.478498,90.357049,0.033073,91.160317,100.454015,105.592735,39.103093,2.284489,0.636175,-0.241213,50.589121,2.304331,1.688547,0.263906,0.006503,0.04159,FAIL
S00195,L0009,T01,195,POSITIVE,UNEXPOSED,50.0,92.477216,92.477216,-0.046152,71.493214,96.336366,114.748805,46.130103,2.317294,-0.5112,0.412693,51.426122,3.17153,2.636083,0.298078,0.0,0.141883,FAIL
S00080,L0004,T03,80,POSITIVE,UNEXPOSED,50.0,109.502762,109.502762,0.05391,94.680881,100.550571,111.040927,43.040106,2.481028,0.280891,0.939603,49.556423,3.596773,1.57314,0.041814,0.0,0.060629,FAIL
S00169,L0008,T01,169,NEGATIVE,EXPOSED,50.0,74.28285,95.234423,0.021544,91.162576,94.501308,108.617259,59.150421,2.432588,-0.251662,0.001315,45.310093,1.896515,2.065106,0.07044,0.042982,0.023489,FAIL
S00534,L0026,T01,534,POSITIVE,UNEXPOSED,50.0,100.072358,100.072358,0.004392,100.539293,97.579128,108.582974,45.68941,2.367995,0.816684,-0.359778,25.769242,1.751695,1.123293,0.207658,0.014033,0.017011,PASS
S00422,L0021,T02,422,NEGATIVE,EXPOSED,50.0,77.331844,99.143389,0.007392,115.052742,99.278968,107.113037,49.45398,2.450434,0.074081,0.131346,50.422925,1.929618,1.332373,0.065192,0.010616,0.014804,PASS
S00255,L0012,T01,255,POSITIVE,UNEXPOSED,50.0,94.328624,94.328624,0.084927,101.347323,96.540187,104.486125,47.08348,2.362178,-0.043447,-0.370684,51.767002,2.747897,2.790204,0.386263,0.015043,0.143008,FAIL
S00426,L0021,T03,426,POSITIVE,UNEXPOSED,50.0,98.214317,98.214317,-0.008207,96.493109,94.5218,107.610376,51.721246,2.374895,0.570266,0.237615,53.101892,1.50305,1.850138,0.377118,0.0,0.031404,FAIL
S00254,L0012,T02,254,POSITIVE,UNEXPOSED,50.0,83.960152,83.960152,0.026941,93.459732,97.118258,110.897082,46.344063,2.423183,-0.067575,-0.916523,55.07425,2.631509,2.075547,0.794915,0.0,0.23579,FAIL
S00380,L0019,T01,380,NEGATIVE,EXPOSED,50.0,76.75,98.397436,-0.001411,99.987091,94.757314,105.169934,51.415268,2.317522,0.799029,0.550294,50.030653,2.444501,1.174416,0.089891,0.029769,0.023428,PASS
S00357,L0017,T01,357,NEGATIVE,EXPOSED,50.0,81.370051,104.320578,0.065721,91.687714,99.814589,102.713423,55.20291,2.382821,0.296896,-0.287877,50.595355,2.746203,1.454106,0.031966,0.017501,0.028953,PASS
S00345,L0017,T01,345,NEGATIVE,EXPOSED,50.0,84.932016,108.8872,0.036536,96.420787,103.645514,100.904867,54.465632,2.315114,-0.534216,-0.424274,52.952577,2.767461,2.366358,0.034119,0.035551,0.050128,PASS
S00066,L0003,T02,66,POSITIVE,UNEXPOSED,50.0,98.561337,98.530006,-0.0038,85.93672,93.74675,112.133408,56.355935,2.376879,0.319905,0.036894,49.200886,2.091622,1.256985,0.011307,0.050116,0.015461,PASS
S00539,L0026,T01,539,POSITIVE,UNEXPOSED,50.0,106.942995,106.942995,0.035997,90.510286,99.860352,108.938806,37.634724,2.409311,0.992887,0.588838,46.851257,3.606994,1.335173,0.103341,0.01474,0.065773,FAIL
S00010,L0000,T02,10,NEGATIVE,EXPOSED,50.0,68.634315,101.848995,0.034868,102.895947,98.046552,105.137687,46.757797,2.44527,-0.173876,0.867195,48.368195,2.637083,1.74228,0.355823,0.0,0.07018,FAIL
S00117,L0005,T02,117,NEGATIVE,EXPOSED,50.0,71.846143,92.11044,-0.106755,107.635637,100.246159,104.500491,63.909344,2.373383,0.693008,0.982001,48.222119,4.206505,1.687188,0.267506,0.085055,0.211674,FAIL
S00657,L0032,T01,657,NEGATIVE,EXPOSED,50.0,82.857958,106.228152,-0.015949,109.188016,102.849961,106.851256,55.698244,2.387389,0.797713,0.628139,51.972206,2.407912,1.905793,0.019443,0.02815,0.027645,PASS
S00642,L0032,T01,642,POSITIVE,UNEXPOSED,50.0,104.661263,104.661263,0.140579,106.330786,97.700378,110.438829,49.343871,2.433623,0.642528,0.302364,49.698738,4.797949,1.317489,0.031905,0.034712,0.141728,FAIL
S00054,L0002,T01,54,POSITIVE,UNEXPOSED,50.0,109.543955,109.543955,-0.020762,109.757055,99.141847,110.216675,52.350903,2.342645,-0.500962,0.481647,47.984664,2.671755,1.648367,0.018135,0.064203,0.032574,PASS
S00147,L0007,T01,147,NEGATIVE,EXPOSED,50.0,75.081107,96.25783,0.004871,94.537085,103.484255,107.009642,47.642275,2.394715,-0.480103,0.473978,47.351132,2.221337,1.512616,0.083905,0.021046,0.02248,PASS
S00662,L0033,T01,662,NEGATIVE,EXPOSED,50.0,75.904446,97.313393,0.003503,115.144917,93.668506,105.581495,48.755774,2.439689,-0.43198,-0.547555,48.133695,1.892366,1.600173,0.120939,0.018953,0.019736,PASS
S00105,L0005,T01,105,POSITIVE,UNEXPOSED,50.0,104.586149,104.586149,0.158126,96.652579,99.002981,113.457861,42.004071,2.324788,-0.79129,-0.346353,48.43022,4.922219,1.773889,0.122217,0.0,0.217846,FAIL
S00799,L0039,T03,799,POSITIVE,UNEXPOSED,50.0,94.833941,94.833941,-0.08629,89.866786,96.488044,109.570353,47.61284,2.378141,0.471202,-0.822125,54.603557,3.92681,1.293669,0.262662,0.009539,0.122239,FAIL
S00021,L0001,T02,21,POSITIVE,UNEXPOSED,50.0,108.950016,108.950016,-0.05566,96.513616,95.039508,105.597953,42.365438,2.360009,-0.383063,0.359523,47.714464,2.868727,2.495329,0.059677,0.022204,0.060282,PASS
S00443,L0022,T02,443,NEGATIVE,EXPOSED,50.0,77.795727,99.738112,-0.072502,116.410103,95.671213,105.248321,48.125288,2.391225,0.085797,-0.674568,50.023947,3.297079,1.420722,0.090595,0.043062,0.055474,FAIL
S00135,L0006,T02,135,NEGATIVE,EXPOSED,50.0,80.551232,103.27081,0.099463,103.107839,98.527205,104.082392,53.555009,2.367977,-0.683362,-0.497501,53.064446,3.754569,1.167748,0.023093,0.042283,0.058636,FAIL
S00600,L0030,T01,600,NEGATIVE,EXPOSED,50.0,100.310532,93.98103,0.073396,88.333364,99.369658,109.708558,46.001964,2.440393,0.155605,0.406499,48.931448,3.039752,2.15196,0.116756,0.0,0.063822,PASS
S00101,L0005,T01,101,POSITIVE,UNEXPOSED,50.0,106.808085,99.135092,-0.06967,90.666509,97.34155,111.938144,45.876607,2.374732,-0.394585,0.839342,47.505066,3.861694,1.592772,0.035547,0.017191,0.077342,FAIL
S00680,L0034,T02,680,NEGATIVE,EXPOSED,50.0,77.218406,98.997956,-0.024438,85.793539,98.932802,110.456147,58.772973,2.321582,-0.600035,0.08165,50.650089,2.151681,2.56134,0.030736,0.014612,0.031684,PASS
S00551,L0027,T02,551,POSITIVE,UNEXPOSED,50.0,104.285154,104.285154,0.033783,96.030727,101.679513,113.871488,45.552742,2.390555,-0.034474,0.33143,47.855006,2.465359,1.821281,0.101868,0.024881,0.03438,PASS
S00076,L0003,T01,76,POSITIVE,UNEXPOSED,50.0,106.706983,106.706983,0.059003,79.708142,94.805239,112.351585,48.473581,2.347318,-0.080959,-0.952435,46.904924,4.161268,1.698792,0.028014,0.014591,0.10032,FAIL
S00584,L0029,T02,584,POSITIVE,UNEXPOSED,50.0,108.756843,108.756843,-0.026422,91.030931,96.052125,107.108273,42.628987,2.355519,-0.725583,-0.6449,47.366284,2.766846,1.522714,0.027435,0.0,0.02892,PASS
S00031,L0001,T01,31,POSITIVE,UNEXPOSED,50.0,101.085207,101.085207,0.017582,102.807779,95.042094,107.795313,43.664587,2.346081,0.840417,0.905747,50.366288,3.207014,1.298999,0.224618,0.022957,0.065788,FAIL
S00752,L0037,T03,752,POSITIVE,UNEXPOSED,50.0,98.572248,98.572248,-0.049572,112.480639,100.611958,111.604412,43.991435,2.356095,-0.534531,0.5493,53.893649,2.668095,1.645898,0.406724,0.0,0.078129,FAIL
S00130,L0006,T01,130,POSITIVE,UNEXPOSED,50.0,102.350178,102.350178,-0.084652,72.799527,97.836108,108.780279,43.640098,2.468656,0.854409,0.10047,49.719612,4.061724,1.289631,0.068689,0.026465,0.086294,FAIL
S00368,L0018,T01,368,POSITIVE,UNEXPOSED,50.0,101.302518,101.302518,0.10142,106.668152,97.383577,109.931862,48.170322,2.387913,0.351096,-0.097838,50.379131,3.35599,0.987907,0.147605,0.006409,0.049513,FAIL
S00121,L0006,T02,121,POSITIVE,UNEXPOSED,50.0,106.165772,106.165772,-0.045302,98.152303,97.672209,106.872153,38.936599,2.348959,-0.909405,-0.719011,49.584397,3.322346,1.840417,0.15334,0.029294,0.471887,FAIL
S00275,L0013,T01,275,POSITIVE,UNEXPOSED,50.0,113.472427,113.472427,-0.070964,102.361386,99.780192,109.713366,46.634943,2.363132,-0.518997,0.389049,44.853191,2.809365,1.787187,0.0,0.036896,0.034998,FAIL
S00605,L0030,T03,605,POSITIVE,UNEXPOSED,50.0,105.235166,105.235166,-0.04414,102.403652,100.482682,107.754525,45.519099,2.33211,-0.160462,0.636457,50.274938,2.258826,1.779001,0.078908,0.027049,0.026779,PASS
S00262,L0013,T02,262,POSITIVE,UNEXPOSED,50.0,104.960171,104.960171,-0.033765,110.517988,98.643286,111.051261,45.007486,2.439755,0.970976,-0.204657,50.046075,2.419933,1.476605,0.110893,0.03718,0.0291,PASS
S00307,L0015,T02,307,NEGATIVE,EXPOSED,50.0,77.631743,99.527875,0.028737,91.137774,96.540934,107.132449,44.944842,2.394064,0.524392,0.159788,50.945166,2.34216,1.603487,0.042896,0.0,0.022158,PASS
S00264,L0013,T02,264,NEGATIVE,EXPOSED,50.0,77.649135,101.765117,0.012666,102.008301,96.678629,102.13816,62.850232,2.359493,-0.398593,0.010623,48.646984,1.871275,1.899274,0.087355,0.081211,0.024193,PASS
S00485,L0024,T01,485,POSITIVE,UNEXPOSED,50.0,94.798515,94.798515,0.086394,83.73434,103.382395,110.270725,53.20879,2.39965,-0.002059,0.240933,49.318041,3.244148,1.221412,0.076488,0.030324,0.044757,FAIL
S00441,L0022,T01,441,POSITIVE,UNEXPOSED,50.0,84.759502,84.759502,-0.053832,111.575394,95.606177,107.551744,42.848559,2.427425,0.52084,0.078431,56.838558,2.653046,2.003272,0.899038,0.014249,0.295216,FAIL
S00592,L0029,T01,592,POSITIVE,UNEXPOSED,50.0,104.539864,104.539864,0.004824,87.567093,95.589842,107.874017,43.913455,2.479091,-0.268516,0.909113,46.318762,2.441278,1.628057,0.079807,0.015221,0.027978,FAIL
S00131,L0006,T01,131,NEGATIVE,EXPOSED,50.0,76.796079,98.456512,-0.045759,113.80959,101.666942,105.287991,50.490768,2.519745,-0.757887,0.138714,49.228576,2.838177,1.355575,0.091849,0.012495,0.034437,PASS
S00067,L0003,T02,67,POSITIVE,UNEXPOSED,50.0,91.496739,91.496739,0.074309,106.109369,100.120507,105.634723,51.141718,2.362371,0.02919,-0.502363,52.675706,2.986056,2.490186,0.38506,0.031094,0.152342,FAIL
S00640,L0032,T02,640,POSITIVE,UNEXPOSED,50.0,93.973351,93.973351,-0.117991,108.026851,98.471828,112.127399,48.494236,2.437132,-0.810498,0.772745,53.31313,3.956331,1.734642,-0.077055,0.01761,0.206216,FAIL
S00279,L0013,T01,279,POSITIVE,UNEXPOSED,50.0,96.383548,96.383548,-0.061308,90.644712,97.50925,106.373926,63.773447,2.292171,-0.246838,-0.519933,47.505496,3.228111,1.687556,0.044974,0.066233,0.056442,FAIL
S00050,L0002,T03,50,POSITIVE,UNEXPOSED,50.0,106.875423,106.875423,0.124569,114.403725,100.258027,108.599615,39.965745,2.405469,0.267938,-0.78499,50.382463,4.264822,1.680991,0.186915,0.020473,0.160325,FAIL
S00369,L0018,T02,369,POSITIVE,UNEXPOSED,50.0,94.037716,94.037716,-0.062764,87.44317,97.457398,107.649871,36.751928,2.339938,0.653272,0.435607,54.486638,3.300382,1.523322,0.681013,0.022453,0.236155,FAIL
S00284,L0014,T01,284,POSITIVE,UNEXPOSED,50.0,96.855285,96.855285,0.041617,80.841106,90.848441,111.117254,42.238194,2.431698,-0.36279,-0.416999,49.71509,3.304361,1.491286,0.286261,0.007524,0.088608,FAIL
S00475,L0023,T01,475,POSITIVE,UNEXPOSED,50.0,96.117892,96.117892,-0.151733,97.873605,9.979035,112.502812,49.922556,2.423797,-0.176833,-0.014866,50.255601,3.800852,1.708543,0.211011,1.9e-05,0.117254,FAIL
S00469,L0023,T02,469,NEGATIVE,EXPOSED,50.0,75.632674,96.964966,0.016184,119.79106,95.458287,102.618491,60.616418,2.398737,-0.295847,-0.274514,48.092389,2.214015,1.64761,0.156116,0.098822,0.035307,PASS
S00225,L0011,T02,225,POSITIVE,UNEXPOSED,50.0,104.720922,104.720922,0.025956,91.464427,98.41121,110.020527,41.414329,2.354785,0.175638,-0.908057,49.180944,3.564732,1.389236,0.108508,0.004336,0.064692,FAIL
S00692,L0034,T01,692,POSITIVE,UNEXPOSED,50.0,99.242028,99.242028,0.029672,87.255467,99.445369,111.426862,56.577887,2.365438,-0.631261,0.054643,48.200216,2.006121,1.206999,0.016359,0.049869,0.014196,PASS
S00508,L0025,T01,508,POSITIVE,UNEXPOSED,50.0,108.704954,108.704954,-0.073042,94.488451,95.899669,110.148217,52.163458,2.479211,0.592428,-0.96713,48.128489,3.727516,1.093863,0.005924,0.044991,0.053105,FAIL
S00580,L0029,T01,580,POSITIVE,UNEXPOSED,50.0,95.912368,95.912368,0.019252,100.38273,96.048443,106.794956,48.803239,2.423511,0.162013,0.498762,49.812031,2.111436,1.657471,0.248811,0.024009,0.034993,PASS
S00434,L0021,T02,434,NEGATIVE,EXPOSED,50.0,96.605395,123.85307,-0.036914,99.721169,97.740573,107.854549,51.708135,2.541433,-0.997037,-0.706362,58.120542,3.025204,2.493022,0.0,0.0,0.055336,FAIL
S00573,L0028,T01,573,NEGATIVE,EXPOSED,50.0,86.599461,111.02495,-0.07908,94.45562,101.175129,102.224362,67.166613,2.39576,-0.416701,-0.952406,54.993871,3.692491,1.860936,0.02437,0.057992,0.082819,FAIL
S00493,L0024,T01,493,POSITIVE,UNEXPOSED,50.0,102.963978,102.963978,-0.053855,107.229767,96.659303,114.465379,37.739246,2.434888,0.777923,0.040875,49.014129,2.940606,2.026028,0.374939,0.018708,0.11209,FAIL
S00786,L0039,T01,786,POSITIVE,UNEXPOSED,50.0,107.270802,107.270802,0.099341,88.067638,95.843233,105.427724,61.847156,2.409172,0.309027,-0.91456,46.751668,3.995141,2.150089,0.012542,0.061869,0.117971,FAIL
S00238,L0011,T01,238,POSITIVE,UNEXPOSED,50.0,107.477437,107.477437,-0.110249,92.711416,98.894343,113.352106,50.778585,2.432171,-0.655972,-0.842883,47.564644,4.30819,1.759855,0.042537,0.030573,0.124055,FAIL
S00383,L0019,T01,383,POSITIVE,UNEXPOSED,50.0,95.206977,95.206977,-0.083626,91.367783,95.390641,111.576798,51.180337,2.404496,-0.622606,0.011508,50.481046,3.168671,1.845939,0.191375,0.017126,0.076372,PASS
S00450,L0022,T03,450,POSITIVE,UNEXPOSED,50.0,87.819993,87.819993,-0.008253,106.32468,99.697973,109.364347,57.472914,2.313298,-0.692789,-0.48979,54.313877,1.769771,1.842595,0.332095,0.06938,0.04074,FAIL
S00337,L0016,T01,337,POSITIVE,UNEXPOSED,50.0,100.087421,100.087421,-0.018599,126.961636,105.527766,106.341675,44.457759,2.37189,0.724845,-0.569621,51.23365,2.629981,1.973021,0.445385,0.02285,0.103851,FAIL
S00299,L0014,T01,299,NEGATIVE,EXPOSED,50.0,86.94106,111.462898,0.089173,84.968581,98.41355,103.465307,48.259144,2.352533,-0.537761,-0.755504,52.050078,4.126497,1.814526,0.0,0.029308,0.099641,FAIL
S00401,L0020,T03,401,POSITIVE,UNEXPOSED,50.0,97.494481,97.494481,-0.017571,101.33213,102.105041,109.199752,45.9593,2.410029,0.560914,0.711259,52.902625,2.208768,-0.03279,0.266497,0.036841,0.034135,FAIL
S00759,L0037,T01,759,POSITIVE,UNEXPOSED,50.0,106.772998,106.772998,0.130317,97.207178,94.58314,112.199534,45.882813,2.36218,-0.850006,-0.539918,47.466097,4.233244,1.707284,0.063094,0.039913,0.122788,FAIL
S00650,L0032,T01,650,POSITIVE,UNEXPOSED,50.0,102.394396,102.394396,0.023526,103.459485,97.897428,108.619593,42.550929,2.477454,0.316734,0.550347,47.829682,2.05946,1.348748,0.210144,0.033975,0.026229,PASS
S00256,L0012,T01,256,POSITIVE,UNEXPOSED,50.0,122.904538,122.904538,-0.046798,84.919318,98.665504,105.541183,44.506102,2.358553,0.286007,-0.791194,40.893176,3.058563,2.885208,0.0,0.002059,0.069901,FAIL
S00137,L0006,T03,137,POSITIVE,UNEXPOSED,50.0,102.541994,102.541994,0.034452,91.399332,103.681984,111.293409,52.009801,2.371518,-0.493239,-0.293904,52.135822,2.934694,1.34654,0.03624,0.000512,0.031004,PASS
S00734,L0036,T01,734,POSITIVE,UNEXPOSED,50.0,98.99095,98.99095,0.223865,111.769447,98.2768585,108.955949,53.682656,2.367986,-0.023382,-0.689224,50.931803,5.534543,1.049526,0.125543,0.066922,0.272976,FAIL
S00083,L0004,T01,83,POSITIVE,UNEXPOSED,50.0,99.4332,99.4332,0.065683,104.255818,100.3485,106.590704,48.46622,2.467163,0.712252,-0.341037,49.408171,3.132267,1.66641,0.157941,0.025368,0.063246,PASS
S00074,L0003,T01,74,POSITIVE,UNEXPOSED,50.0,99.787774,99.787774,-0.014316,104.87943,98.212806,104.377622,56.269794,2.363721,0.478935,-0.124514,48.568735,2.009489,2.67231,0.038835,0.047132,0.033067,PASS
S00629,L0031,T01,629,NEGATIVE,EXPOSED,50.0,88.254629,113.14696,-0.024488,116.698849,96.596729,104.549827,54.717416,2.381237,-0.507362,0.964235,54.355892,3.070729,1.654218,0.0,0.038271,0.040528,FAIL
S00146,L0007,T01,146,POSITIVE,UNEXPOSED,50.0,103.549857,103.549857,0.020478,104.311805,98.745507,112.37336,51.327557,2.34716,-0.501247,-0.209963,47.854554,1.839934,1.743034,0.056598,0.041884,0.018089,PASS
S00305,L0015,T03,305,POSITIVE,UNEXPOSED,50.0,97.149156,97.149156,0.051262,93.202715,97.242918,112.49146,44.107525,2.358409,-0.622596,0.677125,55.073096,3.298578,1.709872,0.300893,0.0,0.100356,FAIL
S00686,L0034,T01,686,POSITIVE,UNEXPOSED,50.0,97.944681,97.944681,-0.163894,81.575589,99.006642,108.622092,49.361837,2.402077,-0.727743,-0.482883,50.620021,5.353664,1.240353,0.104259,0.033873,0.23675,FAIL
S00107,L0005,T01,107,NEGATIVE,EXPOSED,50.0,76.015024,97.455158,-0.03517,114.025222,95.68077,103.331005,50.079706,2.368278,-0.147429,-0.090527,48.216568,2.220124,1.406409,0.152738,0.036123,0.026561,PASS
S00720,L0036,T02,720,POSITIVE,UNEXPOSED,50.0,95.794776,95.794776,0.017673,93.507306,95.927978,108.439782,47.093346,2.423285,-0.054454,0.394278,52.266192,2.234408,1.536528,0.259949,0.012534,0.036387,FAIL
